,propbank,verbatlas
4891,touch.03,va:0400f
4892,touch.04,va:0628f
4893,toughen.01,va:0446f
4894,tour.01,va:0068f
4895,tout.01,va:0334f
4896,tow.01,va:0391f
4897,tower.01,va:0486f
4898,toy.01,va:0017f
4899,trace.01,va:0587f
4900,trace.02,va:0173f
4901,track.01,va:0297f
4902,track.02,va:0033f
4903,track.03,va:0527f
4904,trade.01,va:0154f
4905,traduce.01,va:0508f
4906,trail.01,va:0297f
4907,trail.02,va:0429f
4908,train.01,va:0345f
4909,train.02,va:0387f
4910,traipse.01,va:0175f
4911,tramp.01,va:0175f
4912,trample.01,va:0431f
4913,tranquilize.01,va:0573f
4914,transact.01,va:0217f
4915,transcend.01,va:0486f
4916,transcribe.01,va:0327f
4917,transfer.01,va:0122f
4918,transform.01,va:0564f
4919,transgress.01,va:0356f
4920,transit.01,va:0175f
4921,transition.01,va:0016f
4922,translate.01,va:0406f
4923,transmit.01,va:0122f
4924,transmogrify.01,va:0564f
4925,transpire.01,va:0111f
4926,transplant.01,va:0153f
4927,transport.01,va:0003f
4928,trap.01,va:0079f
4929,trash.01,va:0255f
4930,traumatize.01,va:0431f
4931,travel.01,va:0137f
4932,traverse.01,va:0167f
4933,tread.01,va:0469f
4934,treasure.01,va:0344f
4935,treat.01,va:0311f
4936,treat.02,va:0496f
4937,treat.03,va:0198f
4938,treat.04,va:0337f
4939,treat.05,va:0009f
4940,treble.01,va:0430f
4941,trek.01,va:0137f
4942,tremble.01,va:0030f
4943,trend.01,va:0104f
4944,trespass.01,va:0356f
4945,trick.01,va:0622f
4946,trick.01.2009,va:0622f
4947,trickle.01,va:0034f
4948,trigger.01,va:0435f
4949,trim.01,va:0458f
4950,trim.02,va:0241f
4951,trim.04,va:0241f
4952,trip.01,va:0435f
4953,triple.01,va:0430f
4954,triumph.01,va:0081f
4955,trivialize.01,va:0414f
4956,trot.01,va:0242f
4957,trot.02,va:0162f
4958,trouble.01,va:0582f
4959,trounce.01,va:0156f
4960,truck.01,va:0003f
4961,trudge.01,va:0030f
4962,trump.01,va:0081f
4963,trumpet.01,va:0009f
4964,trundle.01,va:0175f
4965,trust.01,va:0189f
4966,trust.02,va:0049f
4967,try.01,va:0331f
4968,try.02,va:0021f
4969,try.03,va:0244f
4970,try.04,va:0331f
4971,try.05,va:0331f
4972,tuck.01,va:0422f
4973,tuck.02,va:0130f
4974,tuck.03,va:0422f
4975,tug.03,va:0391f
4976,tumble.01,va:0559f
4977,tune.01,va:0091f
4978,tune.02,va:0091f
4979,turn.01,va:0282f
4980,turn.02,va:0564f
4981,turn.03,va:0333f
4982,turn.04,va:0581f
4983,turn.05,va:0333f
4984,turn.06,va:0189f
4985,turn.07,va:0514f
4986,turn.08,va:0333f
4987,turn.09,va:0514f
4988,turn.10,va:0483f
4989,turn.11,va:0024f
4990,turn.12,va:0154f
4991,turn.13,va:0183f
4992,turn.14,va:0080f
4993,turn.15,va:0288f
4994,turn.16,va:0279f
4995,turn.17,va:0564f
4996,tutor.01,va:0345f
4997,twiddle.01,va:0175f
4998,twirl.01,va:0175f
4999,twist.01,va:0443f
5000,twitch.01,va:0030f
5001,type.01,va:0332f
5002,type.02,va:0332f
5003,typify.01,va:0341f
5004,tyrannize.01,va:0125f
5005,unblock.01,va:0567f
5006,unburden.01,va:0239f
5007,uncap.01,va:0239f
5008,uncover.01,va:0033f
5009,undercut.01,va:0181f
5010,underestimate.01,va:0064f
5011,undergo.01,va:0165f
5012,underinflate.01,va:0430f
5013,underlie.01,va:0624f
5014,underline.01,va:0312f
5015,undermine.01,va:0445f
5016,underperform.01,va:0533f
5017,underpin.01,va:0198f
5018,underprice.01,va:0229f
5019,underscore.01,va:0312f
5020,undersell.01,va:0229f
5021,understand.01,va:0093f
5022,understate.01,va:0414f
5023,undertake.01,va:0373f
5024,underuse.01,va:0479f
5025,underutilize.01,va:0479f
5026,undervalue.01,va:0064f
5027,underwrite.01,va:0022f
5028,undo.01,va:0497f
5029,undulate.01,va:0153f
5030,unearth.01,va:0162f
5031,unfold.01,va:0289f
5032,unfold.02,va:0552f
5033,unhinge.01,va:0582f
5034,unhinge.02,va:0239f
5035,unify.01,va:0434f
5036,unionize.01,va:0217f
5037,unite.01,va:0217f
5038,unleash.01,va:0182f
5039,unload.01,va:0491f
5040,unload.02,va:0457f
5041,unlock.01,va:0567f
5042,unmask.01,va:0348f
5043,unnerve.01,va:0582f
5044,unpack.01,va:0162f
5045,unplug.01,va:0514f
5046,unravel.01,va:0497f
5047,unroll.01,va:0567f
5048,unseal.01,va:0289f
5049,unseat.01,va:0239f
5050,unsettle.01,va:0582f
5051,unshackle.01,va:0182f
5052,unstable.01,va:0482f
5053,untie.01,va:0182f
5054,unveil.01,va:0162f
5055,unwind.01,va:0459f
5056,up.01,va:0430f
5057,update.01,va:0157f
5058,upgrade.01,va:0154f
5059,upgrade.02,va:0157f
5060,uphold.01,va:0143f
5061,uplift.01,va:0219f
5062,upload.01,va:0122f
5063,uproot.01,va:0166f
5064,upset.01,va:0582f
5065,upset.02,va:0482f
5066,urge.01,va:0050f
5067,use.01,va:0479f
5068,use.02,va:0017f
5069,use.03,va:1006f
5070,use.04,va:0135f
5071,usher.01,va:0046f
5072,usher.02,va:0387f
5073,usurp.01,va:0301f
5074,utilize.01,va:0479f
5075,utter.01,va:0009f
5076,vacate.01,va:0560f
5077,vacation.01,va:0175f
5078,vacillate.01,va:0196f
5079,vacuum.01,va:0155f
5080,validate.01,va:0011f
5081,value.01,va:0064f
5082,vandalize.01,va:0134f
5083,vanish.01,va:0053f
5084,vanquish.01,va:0156f
5085,vaporize.01,va:0248f
5086,vary.01,va:0148f
5087,vault.01,va:0054f
5088,vaunt.01,va:0017f
5089,veer.01,va:0282f
5090,veil.01,va:0473f
5091,vend.01,va:0229f
5092,venerate.01,va:0582f
5093,vent.01,va:0433f
5094,ventilate.01,va:0451f
5095,venture.01,va:0320f
5096,venture.02,va:0129f
5097,verbalize.01,va:0009f
5098,verge.01,va:0504f
5099,verify.01,va:0244f
5100,verse.01,va:0005f
5101,vest.01,va:0502f
5102,vet.01,va:0176f
5103,veto.01,va:0181f
5104,vex.01,va:0582f
5105,vibrate.01,va:0030f
5106,victimize.01,va:0398f
5107,videotape.01,va:0216f
5108,vie.01,va:0410f
5109,view.01,va:0521f
5110,view.02,va:0021f
5111,vindicate.01,va:0143f
5112,violate.01,va:0356f
5113,visit.01,va:0368f
5114,visualize.01,va:0124f
5115,vitiate.01,va:0372f
5116,voice.01,va:0009f
5117,void.01,va:0491f
5118,volunteer.01,va:0407f
5119,vomit.01,va:0160f
5120,vote.01,va:0099f
5121,vote.02,va:0099f
5122,vote.03,va:0491f
5123,vouch.01,va:0402f
5124,vow.01,va:0402f
5125,wade.01,va:0137f
5126,waffle.01,va:0029f
5127,waft.01,va:0433f
5128,wag.01,va:0153f
5129,wage.01,va:0373f
5130,wail.01,va:0140f
5131,wait.01,va:0621f
5132,wait.02,va:0597f
5133,wait.03,va:0486f
5134,waive.01,va:0253f
5135,wake.01,va:0435f
5136,wake.02,va:0435f
5137,walk.01,va:0137f
5138,walk.02,va:0423f
5139,walk.03,va:0030f
5140,wall.01,va:0534f
5141,wallow.01,va:0582f
5142,wander.01,va:0175f
5143,wane.01,va:0241f
5144,want.01,va:0032f
5145,war.01,va:0204f
5146,war.01.2009,va:0204f
5147,ward.01,va:0581f
5148,warm.01,va:0436f
5149,warm.02,va:0436f
5150,warm.03,va:0337f
5151,warm.04,va:0436f
5152,warn.01,va:0318f
5153,warp.01,va:0554f
5154,warrant.01,va:0425f
5155,wash.01,va:0155f
5156,wash.02,va:0104f
5157,wash.03,va:0003f
5158,wash.05,va:0155f
5159,waste.01,va:0133f
5160,watch.01,va:0521f
5161,watch.02,va:0285f
5162,watch.03,va:0285f
5163,water.01,va:0142f
5164,water.02,va:0445f
5165,wave.01,va:0346f
5166,wave.02,va:0346f
5167,waver.01,va:0175f
5168,wax.01,va:0249f
5169,wax.03,va:0016f
5170,weaken.01,va:0445f
5171,wean.01,va:0239f
5172,weaponize.01,va:0629f
5173,wear.01,va:0553f
5174,wear.02,va:0139f
5175,wear.03,va:0044f
5176,wear.04,va:0233f
5177,wear.06,va:0241f
5178,weary.01,va:0044f
5179,weather.01,va:0486f
5180,weave.01,va:0563f
5181,weave.02,va:0175f
5182,wed.01,va:0217f
5183,wedge.01,va:0469f
5184,weep.01,va:0140f
5185,weigh.01,va:0364f
5186,weigh.02,va:0450f
5187,weigh.03,va:0189f
5188,weigh.04,va:0196f
5189,weight.01,va:0438f
5190,welcome.01,va:0025f
5191,welcome.01.2009,va:0025f
5192,weld.01,va:0580f
5193,well.02,va:0046f
5194,wet.01,va:0142f
5195,whack.01,va:0092f
5196,whack.02,va:0255f
5197,wheel.01,va:0003f
5198,wheeze.02,va:0535f
5199,while.01,va:0233f
5200,whine.01,va:0240f
5201,whip.01,va:0092f
5202,whip.02,va:0010f
5203,whip.03,va:0435f
5204,whipsaw.01,va:0030f
5205,whir.01,va:0240f
5206,whirr.01,va:0240f
5207,whisk.01,va:0394f
5208,whisper.01,va:0009f
5209,whistle.01,va:0240f
5210,whiten.01,va:0442f
5211,whittle.01,va:0458f
5212,whittle.02,va:0458f
5213,wholesale.01,va:0229f
5214,whoop.01,va:0340f
5215,whoosh.02,va:0030f
5216,whore.01,va:0200f
5217,wick.01,va:0004f
5218,widen.01,va:0430f
5219,widow.01,va:0619f
5220,wield.01,va:0079f
5221,wiggle.01,va:0153f
5222,wiggle.02,va:0153f
5223,will.01,va:0189f
5224,wilt.01,va:0445f
5225,win.01,va:0081f
5226,win.02,va:0086f
5227,wince.01,va:0397f
5228,wind.01,va:0056f
5229,wind.02,va:0103f
5230,wind.03,va:0056f
5231,wind.04,va:0429f
5232,wind.05,va:0429f
5233,wink.01,va:0346f
5234,wipe.01,va:0153f
5235,wipe.02,va:0135f
5236,wipe.03,va:0139f
5237,wire.01,va:0083f
5238,wire.02,va:0206f
5239,wish.01,va:0032f
5240,withdraw.01,va:0605f
5241,wither.01,va:0561f
5242,withhold.01,va:0333f
5243,withstand.01,va:0145f
5244,witness.01,va:0521f
5245,wobble.01,va:0030f
5246,wolf.01,va:0051f
5247,womanize.01,va:0205f
5248,wonder.01,va:0096f
5249,woo.01,va:0205f
5250,word.01,va:0009f
5251,work.01,va:0597f
5252,work.02,va:0337f
5253,work.03,va:0337f
5254,work.04,va:0337f
5255,work.05,va:0292f
5256,work.06,va:0137f
5257,work.07,va:0483f
5258,work.08,va:0058f
5259,work.09,va:0183f
5260,worry.01,va:0582f
5261,worry.02,va:0582f
5262,worsen.01,va:0432f
5263,worship.01,va:0101f
5264,wound.01,va:0431f
5265,wow.01,va:0582f
5266,wrack.01,va:0134f
5267,wrangle.01,va:0313f
5268,wrap.01,va:0420f
5269,wrap.02,va:0429f
5270,wrap.03,va:0420f
5271,wreak.01,va:0111f
5272,wreck.01,va:0134f
5273,wrench.01,va:0391f
5274,wrest.01,va:0079f
5275,wrestle.01,va:0360f
5276,wrestle.02,va:0030f
5277,wrestle.03,va:0010f
5278,wriggle.02,va:0030f
5279,wring.02,va:0166f
5280,write.01,va:0327f
5281,write.02,va:0316f
5282,write.03,va:0327f
5283,write.04,va:0372f
5284,write.05,va:0327f
5285,write.06,va:0357f
5286,write.07,va:0327f
5287,writhe.01,va:0030f
5288,wrong.01,va:0311f
5289,wrought.01,va:0016f
5290,x-ray.01,va:0176f
5291,yank.01,va:0391f
5292,yawn.01,va:0240f
5293,yearn.01,va:0032f
5294,yell.01,va:0240f
5295,yield.01,va:0619f
5296,yield.02,va:0253f
5297,yield.03,va:0586f
5298,zag.01,va:0137f
5299,zap.01,va:0062f
5300,zero.01,va:0387f
5301,zero.02,va:0255f
5302,zig.01,va:0175f
5303,zip.01,va:0394f
5304,zone.01,va:0616f
5305,zoom.01,va:0394f
